job_title,level,min_salary,max_salary,min_exp,max_exp,job_description,soft_skill,hard_skill,interest,education,job_category,job_id
Choreographer,Mid,40000,65000,2,5,Transportation,Creativity|Communication|Leadership|Problem Solving|Attention to Detail|Technical Understanding|Body Awareness,Animation|Animation|Performance Management|Motion Graphics|Sound Design|Animation,Animation|Art|Art|Art Direction|Theater,Bachelor's in Music|Bachelor's in Animation|Bachelor's in Theater Arts,Creative,388.0
Retail Store Manager,Mid,45000,70000,2,6,Transportation,Leadership|Communication|Problem Solving|Business Acumen|Organization|Decision Making|Adaptability,Retail Operations|Employee Relations|Sales Techniques|Inventory Management|Customer Acquisition|Merchandising,Sales Strategy|Operations Management|Sales|Customer Experience|Fashion,Bachelor's in Retail Management|Bachelor's in Business Administration|Associate's in Business Administration,Business,389.0
Mobile Security Engineer,Mid,65000,95000,3,7,Transportation,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Research|Safety Consciousness,Network Security|Usability Testing|Security Architecture|Penetration Testing|Cryptography|Threat Intelligence,Security|Cybersecurity|Security|Information Security|Security,Bachelor's in Cybersecurity|Bachelor's in Computer Science|Master's in Cybersecurity,Technology,390.0
Airport Manager,Senior,65000,95000,4,8,Transportation,Leadership|Communication|Problem Solving|Organization|Decision Making|Technical Understanding|Safety Consciousness,Aviation Operations|Aviation Operations|Regulatory Compliance|Operations Management|Employee Relations|Urban Planning,Operations Management|Operations Management|Infrastructure|Supply Chain|Operations Management,Bachelor's in Operations Management|Bachelor's in Business Administration|Bachelor's in Business Administration,Business,391.0
Urban Planning Analyst,Mid,50000,80000,2,5,Transportation,Analytical Thinking|Spatial Thinking|Communication|Problem Solving|Research|Technical Understanding|Attention to Detail,Urban Planning|GIS|Property Management|Statistical Analysis|Strategic Planning|Regulatory Compliance,Business Planning|Community Development|Health Policy|Sustainable Development|Community Development,Master's in Urban Planning|Bachelor's in Urban Planning|Bachelor's in Mathematics,Business,392.0
User Experience Architect,Mid,60000,90000,3,7,Transportation,Creativity|Communication|Problem Solving|Analytical Thinking|Empathy|Attention to Detail|Technical Understanding,Architecture|Architecture|Wireframing|User Research|UI Design|Prototyping,User Experience|Information Architecture|Interactive Design|Digital Content|Web Design,Bachelor's in User Experience|Master's in User Experience|Bachelor's in Industrial Design,Technology,393.0
Voice Over Artist,Mid,35000,60000,1,5,Transportation,Communication|Performance|Creativity|Technical Understanding|Adaptability|Attention to Detail,Conversational AI|Sound Design|Sound Design|Shell Scripting|Storyboarding|Video Editing,Film|Theater|Process Improvement|Character Design|Digital Media,Bachelor's in Theater Arts|Bachelor's in Music|Associate's in Culinary Arts,Creative,394.0
Medical Practice Manager,Mid,55000,85000,3,7,Transportation,Leadership|Communication|Problem Solving|Organization|Attention to Detail|Ethics|Decision Making,Medical Billing|Operations Management|Medical Billing|HR Management|Medical Billing|Regulatory Compliance,Healthcare Management|Medical Administration|Operations Management|Patient Care|Healthcare,Bachelor's in Healthcare Administration|Bachelor's in Business Administration|Bachelor's in Healthcare Management,Business,395.0
Geographic Information Systems Specialist,Mid,50000,80000,2,5,Transportation,Technical Understanding|Spatial Thinking|Analytical Thinking|Attention to Detail|Communication|Problem Solving|Research,GIS|Data Analysis|Data Visualization|Data Warehousing|Image Recognition|Terraform,Database Systems|Data Analysis|Data Visualization|Business Planning|Environmental Management,Bachelor's in Information Systems|Bachelor's in Mathematics|Bachelor's in Mathematics,Technology,396.0
Script Writer,Mid,45000,70000,2,5,Transportation,Creativity|Communication|Storytelling|Attention to Detail|Problem Solving|Research|Adaptability,Shell Scripting|Storyboarding|Storyboarding|Conversational AI|Storyboarding|Typography,Programming|Film|Cinema|Storytelling|Creative Writing,Bachelor's in Film Production|Bachelor's in Film Production|Bachelor's in Fine Arts,Creative,397.0
Construction Estimator,Mid,50000,80000,3,7,Transportation,Analytical Thinking|Attention to Detail|Problem Solving|Communication|Technical Understanding|Mathematical Aptitude|Organization,Budget Analysis|Copywriting|Construction Management|Inventory Management|Market Analysis|Project Management,Project Management|Project Management|Design|Mathematics|Project Management,Bachelor's in Project Management|Bachelor's in Civil Engineering|Associate's in Information Technology,Business,398.0
Game UI Designer,Mid,50000,80000,2,6,Transportation,Creativity|Technical Understanding|Problem Solving|Communication|Attention to Detail|User Empathy|Game Understanding,UI Design|User Research|UI Design|Solidity|Animation|Prototyping,User Interface|Game Development|User Experience|Interactive Design|Game Development,Bachelor's in Game Development|Bachelor's in User Experience|Bachelor's in Interactive Media,Technology,399.0
Music Supervisor,Mid,50000,80000,3,7,Transportation,Creativity|Communication|Technical Understanding|Problem Solving|Industry Knowledge|Attention to Detail|Organization,Sound Design|Sound Design|Copywriting|Video Editing|Illustration|Project Management,Training & Development|Film|Cinema|Digital Content|Theater,Bachelor's in Music|Bachelor's in Film Production|Bachelor's in Music,Creative,400.0
Safety Manager,Mid,55000,85000,3,7,Transportation,Attention to Detail|Communication|Problem Solving|Leadership|Technical Understanding|Organization|Ethics,Risk Management|Regulatory Compliance|Risk Assessment|Model Training|Incident Response|Urban Planning,Risk Management|Healthcare|Risk Management|Workplace Training|Health Policy,Bachelor's in Operations Management|Bachelor's in Environmental Science|Bachelor's in Industrial Design,Business,401.0
Cinematographer,Mid,50000,80000,3,7,Transportation,Creativity|Technical Understanding|Communication|Problem Solving|Attention to Detail|Visual Thinking|Adaptability,Photography|Photography|Photography|Solidity|Storyboarding|Color Theory,Film|Film|Visual Storytelling|Photography|Design,Bachelor's in Film Production|Bachelor's in Film Production|Bachelor's in Digital Media,Creative,402.0
IT Service Delivery Manager,Mid,60000,90000,3,7,Transportation,Leadership|Communication|Problem Solving|Organization|Technical Understanding|Attention to Detail|Decision Making,Operations Management|ETL|Service Mesh|Incident Response|Scrum|Process Improvement,IT Infrastructure|Business Operations|Customer Service|Technical Communication|Customer Experience,Bachelor's in Information Technology|Bachelor's in IT Infrastructure|Bachelor's in Computer Science,Technology,403.0
Grant Writer,Mid,45000,70000,2,5,Transportation,Communication|Research|Attention to Detail|Storytelling|Problem Solving|Organization|Persuasion,Benefits Administration|User Research|Requirements Gathering|Budgeting|Project Management|Stakeholder Management,Creative Writing|Nonprofit Management|Philanthropy|Project Management|Social Impact,Bachelor's in English|Bachelor's in Management|Bachelor's in Communications,Business,404.0
Quantum Information Scientist,Senior,80000,125000,5,10,Transportation,Research|Analytical Thinking|Problem Solving|Technical Understanding|Communication|Critical Thinking|Mathematical Aptitude,Cryptography|Cryptography|Data Modeling|User Research|AI Algorithms|Copywriting,Quantum Physics|Quantum Computing|Theoretical Physics|Information Design|Scientific Research,PhD in Physics|PhD in Physics|Master's in Physics,Technology,405.0
Event Photographer,Mid,35000,60000,1,5,Transportation,Creativity|Communication|Technical Understanding|Problem Solving|Adaptability|Time Management,Photography|Google Analytics|Photography|Photography|Employee Relations|Photography,Photography|Photography|Storytelling|Photography|Visual Storytelling,Bachelor's in Photography|Associate's in Photography|Bachelor's in Graphic Design,Creative,406.0
Asset Manager,Senior,70000,105000,4,8,Transportation,Analytical Thinking|Strategic Thinking|Communication|Problem Solving|Attention to Detail|Decision Making|Leadership,Portfolio Management|Investment Analysis|Portfolio Management|Financial Analysis|Risk Assessment|Employee Relations,Investment Management|Investment Management|Financial Markets|Business Strategy|Investment Management,Master's in Finance|Bachelor's in Finance|Certificate in Digital Marketing,Business,408.0
Data Security Analyst,Mid,60000,90000,3,7,Transportation,Analytical Thinking|Problem Solving|Technical Understanding|Attention to Detail|Communication|Research|Safety Consciousness,Cloud Security|Security Architecture|Vulnerability Assessment|Cryptography|Access Control|Security Compliance,Data Protection|Information Security|Cybersecurity|Security|Data Protection,Bachelor's in Cybersecurity|Bachelor's in Information Security|Bachelor's in Computer Science,Technology,409.0
Marketing Operations Manager,Mid,55000,85000,3,7,Transportation,Organization|Communication|Problem Solving|Analytical Thinking|Technical Understanding|Leadership|Strategic Thinking,Digital Marketing|Marketing Automation|Campaign Management|Analytics|Process Improvement|Digital Marketing,Marketing|Marketing|Marketing Analytics|Process Improvement|Marketing Strategy,Bachelor's in Marketing|Bachelor's in Business Administration|Bachelor's in Marketing,Business,410.0
Trade Marketing Specialist,Mid,45000,70000,2,5,Transportation,Communication|Creativity|Analytical Thinking|Problem Solving|Organization|Relationship Building|Attention to Detail,Digital Marketing|Retail Operations|Strategic Planning|Project Management|Brand Messaging|Merchandising,Marketing|Marketing|Marketing|Database Management|Brand Management,Bachelor's in Marketing|Bachelor's in Marketing|Bachelor's in Business Administration,Business,411.0
Virtual Reality Experience Designer,Mid,55000,85000,2,6,Transportation,Creativity|Technical Understanding|Problem Solving|Spatial Thinking|Communication|User Empathy|Attention to Detail,UX Design|3D Modeling|UI Design|User Research|Solidity|Computer Vision,3D Graphics|User Experience|Design|Interactive Design|Digital Media,Bachelor's in Industrial Design|Bachelor's in Game Development|Master's in User Experience,Technology,412.0
Mural Artist,Mid,35000,60000,1,5,Transportation,Creativity|Technical Understanding|Communication|Problem Solving|Attention to Detail|Performance,Illustration|Photography|UX Design|Color Theory|Employee Relations|Data Analysis,Art|Art|Visual Art|Art|Design,Bachelor's in Fine Arts|Bachelor's in Fine Arts|Associate's in Graphic Design,Creative,413.0
Hotel Revenue Manager,Mid,55000,85000,3,7,Transportation,Analytical Thinking|Strategic Thinking|Communication|Problem Solving|Attention to Detail|Decision Making|Industry Knowledge,Accounting|Brand Strategy|Forecasting|Market Analysis|Performance Management|Digital Marketing,Accounting|Marketing|Marketing Strategy|Management Consulting|Enterprise Analytics,Bachelor's in Hospitality Management|Bachelor's in Management|Bachelor's in Business Administration,Business,414.0
Immersive Technology Engineer,Mid,60000,90000,3,7,Transportation,Problem Solving|Technical Understanding|Creativity|Communication|Spatial Thinking|Attention to Detail|User Empathy,Motion Graphics|Video Editing|3D Modeling|Security Monitoring|UI Design|Solidity,Computer Graphics|3D Graphics|Scientific Computing|User Experience|Interactive Design,Bachelor's in Computer Science|Bachelor's in Interactive Media|Master's in User Experience,Technology,415.0
